Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
India,2016,1383906839,9221.05,5.45,32.34,Asia
China,2009,177520217,11810.69,15.6,54.64,Asia
USA,2002,984709106,14051.56,15.49,16.52,North America
France,2020,1042168433,24811.34,22.01,84.63,Europe
France,2015,56054334,18930.23,21.68,41.17,Europe
USA,2005,406867378,993.68,21.25,61.82,North America
China,2002,1275246553,17846.54,14.63,43.69,Asia
UK,2008,825675706,20623.37,17.0,63.19,Europe
China,2010,1236111235,22401.21,19.84,76.23,Asia
Australia,2020,1174647688,10657.75,4.11,39.09,Oceania
China,2012,1008302422,7909.28,8.91,56.21,Asia
Australia,2017,1219578245,20999.19,5.89,80.74,Oceania
China,2021,849603702,19462.62,13.76,71.22,Asia
UK,2023,28866083,13447.46,21.27,15.08,Europe
UK,2021,889389741,3035.28,7.31,60.62,Europe
Germany,2003,876114644,16328.86,18.81,43.49,Europe
USA,2021,99397960,1735.12,11.33,73.08,North America
UK,2023,803881185,2599.13,22.77,11.48,Europe
Australia,2007,1265394938,8345.39,16.42,39.42,Oceania
UK,2012,589168184,9342.27,24.46,17.7,Europe
Germany,2009,250075097,11603.15,7.65,91.92,Europe
France,2001,1059536576,8544.66,23.25,88.01,Europe
Australia,2007,439215044,941.33,10.21,96.16,Oceania
Germany,2005,631759848,4019.65,16.31,67.27,Europe
Brazil,2015,435489790,2966.29,6.01,81.83,South America
Brazil,2017,1298839171,10836.47,19.48,64.46,South America
India,2016,1139894799,5382.01,24.5,53.79,Asia
China,2005,185737332,7409.28,20.11,84.21,Asia
USA,2012,718702647,11842.03,16.16,79.08,North America
Canada,2022,7123477,5965.49,12.31,75.26,North America
Russia,2013,50383402,6223.63,9.94,89.56,Europe/Asia
Germany,2020,996453248,20845.29,11.64,92.66,Europe
France,2009,521268494,13747.36,9.55,49.63,Europe
Russia,2023,1082116479,21433.31,21.15,35.17,Europe/Asia
France,2010,1061747843,12911.7,22.54,55.55,Europe
Russia,2012,1352868862,22740.68,23.84,18.28,Europe/Asia
Germany,2011,96732560,6443.08,11.62,93.5,Europe
Canada,2008,1074051564,15455.08,14.56,97.56,North America
Russia,2003,69875827,12630.47,15.27,68.09,Europe/Asia
Germany,2006,762980531,22975.4,16.98,76.41,Europe
UK,2023,269216188,10520.14,2.06,38.81,Europe
Canada,2021,58789897,21385.11,21.38,87.1,North America
Australia,2001,532548030,14141.21,8.17,90.13,Oceania
France,2006,344774849,17742.72,12.86,16.84,Europe
Brazil,2008,712525040,22183.64,21.36,21.7,South America
China,2004,1098360149,24922.97,24.93,33.22,Asia
Brazil,2014,29341215,18305.38,20.28,72.63,South America
Canada,2017,41828828,7931.6,2.57,26.32,North America
Australia,2003,66521303,7545.4,10.48,29.59,Oceania
France,2018,1336746909,7796.69,7.69,43.99,Europe
Australia,2019,250097683,2537.92,24.18,64.44,Oceania
Russia,2006,359756678,1434.61,8.08,96.89,Europe/Asia
France,2007,1159128745,14562.99,23.7,79.77,Europe
Russia,2016,420451134,20283.65,23.56,59.69,Europe/Asia
Germany,2012,1260755877,999.75,21.31,14.4,Europe
Canada,2023,1397257211,14209.19,4.26,56.0,North America
Germany,2020,1119785648,9356.85,2.05,28.16,Europe
India,2022,144012893,22322.88,20.26,36.71,Asia
Australia,2010,1074211217,3720.13,21.4,32.33,Oceania
Russia,2000,73298541,14129.46,24.13,40.92,Europe/Asia
UK,2001,664668064,24275.93,7.02,15.54,Europe
Germany,2016,1093465889,8691.32,18.86,61.34,Europe
India,2004,771923554,18570.25,13.94,14.07,Asia
USA,2005,244589683,22073.03,9.56,68.79,North America
Brazil,2024,15801056,4736.64,15.94,75.04,South America
France,2023,379355668,24813.93,14.61,53.26,Europe
India,2006,1101778311,20253.73,8.72,79.53,Asia
Canada,2020,886065020,3525.35,8.17,96.1,North America
Germany,2014,380170457,7841.03,13.19,40.26,Europe
Canada,2018,868329437,15661.75,12.9,65.08,North America
Brazil,2015,109036190,22134.45,8.95,38.81,South America
UK,2024,665325344,4951.4,8.07,49.46,Europe
Australia,2012,1132894538,18307.02,23.95,11.85,Oceania
Australia,2004,126651588,6839.14,21.83,16.62,Oceania
Canada,2002,1022431873,20154.87,20.79,80.98,North America
Russia,2002,315526929,17117.71,6.93,22.45,Europe/Asia
UK,2018,525469721,13120.43,6.35,72.22,Europe
Australia,2013,429929688,16281.66,20.61,73.09,Oceania
UK,2015,114810317,21923.49,6.25,98.66,Europe
India,2021,573701508,9722.0,13.58,71.91,Asia
UK,2016,70720634,19254.33,7.09,21.46,Europe
China,2003,101281015,4056.75,10.7,65.76,Asia
Brazil,2012,1008694003,17559.52,21.63,56.65,South America
Australia,2007,883780993,18791.37,22.5,91.65,Oceania
UK,2018,230105475,11130.64,24.92,71.42,Europe
Canada,2004,176119883,19861.19,23.71,56.14,North America
USA,2001,1054210058,13971.87,17.44,65.56,North America
China,2014,740900483,23413.23,11.93,49.47,Asia
China,2001,596165385,2900.41,3.33,55.25,Asia
Russia,2010,76548122,3357.45,15.99,74.29,Europe/Asia
UK,2012,386496581,21076.44,6.85,16.97,Europe
Russia,2022,1080643150,21074.8,21.55,64.76,Europe/Asia
Russia,2009,588443241,11833.5,14.62,17.85,Europe/Asia
USA,2002,1329548382,24102.66,18.87,86.1,North America
India,2004,502817012,17016.79,17.49,93.88,Asia
UK,2002,742250336,24573.05,9.99,79.44,Europe
Germany,2005,698370524,13356.65,19.46,73.9,Europe
Australia,2012,528535995,5120.17,21.4,93.99,Oceania
Russia,2009,1210184093,11165.39,19.12,29.45,Europe/Asia
Brazil,2018,196439203,24514.12,19.87,30.37,South America
France,2007,352917653,9323.31,10.28,52.81,Europe
Brazil,2017,863983341,23929.71,23.7,10.66,South America
USA,2002,1271140883,19945.83,11.77,95.89,North America
USA,2023,43448405,11108.45,22.63,12.87,North America
Canada,2023,1300853415,13592.59,21.73,63.05,North America
India,2016,126084658,15225.23,4.86,41.5,Asia
Australia,2007,1026160935,16677.58,24.22,19.16,Oceania
Russia,2009,856737361,2009.81,24.92,12.19,Europe/Asia
Brazil,2001,1143801941,23346.34,15.94,33.36,South America
France,2011,389736656,14965.29,20.01,19.49,Europe
USA,2022,652431192,23285.62,23.47,93.69,North America
USA,2005,1385504607,15834.27,2.46,31.78,North America
India,2001,1058441422,10832.29,23.39,18.38,Asia
France,2020,653897804,14216.51,16.43,78.5,Europe
France,2022,1262054649,20754.63,21.05,46.87,Europe
India,2023,895004697,8220.53,14.44,85.09,Asia
USA,2002,464465393,23915.86,14.2,84.62,North America
Australia,2016,1197898570,11702.28,22.64,98.32,Oceania
UK,2006,275553440,23910.3,13.67,81.54,Europe
UK,2020,25839089,22030.84,12.85,29.06,Europe
India,2004,647127397,19214.78,15.99,62.19,Asia
France,2022,479161946,11739.2,13.93,56.84,Europe
Russia,2000,1138467939,14714.93,12.26,55.23,Europe/Asia
India,2007,982680127,20966.93,6.15,36.42,Asia
Australia,2011,1067334606,13646.99,11.14,28.7,Oceania
India,2013,730926174,18480.92,8.49,73.8,Asia
China,2015,1108232517,19787.41,11.21,19.06,Asia
Brazil,2009,1053683248,12876.07,15.64,14.42,South America
France,2014,923224849,13452.56,16.0,43.93,Europe
Canada,2020,336087765,5026.08,7.49,76.21,North America
Canada,2023,92889694,6194.01,3.94,87.3,North America
France,2014,788167048,22633.09,19.12,58.07,Europe
Australia,2009,1059427181,21024.21,14.16,84.75,Oceania
China,2020,1158229506,352.05,12.17,12.25,Asia
China,2006,275697056,21747.75,4.98,50.53,Asia
USA,2002,425013530,728.35,11.54,21.87,North America
Brazil,2001,160787772,11511.18,20.82,61.86,South America
UK,2005,417441259,1779.07,15.37,91.97,Europe
Germany,2020,1250318920,24223.7,4.09,10.64,Europe
Australia,2008,1216765508,24310.75,9.64,69.47,Oceania
Germany,2009,926354830,15310.69,24.54,80.52,Europe
Germany,2003,1314956616,9865.9,14.52,76.26,Europe
France,2002,1117332763,12848.62,8.59,11.76,Europe
Canada,2008,391649036,19081.25,23.01,25.48,North America
Canada,2023,1292155479,5657.5,9.73,18.4,North America
UK,2021,146652204,11098.89,18.79,17.61,Europe
France,2016,693152314,18457.99,5.39,74.99,Europe
Germany,2013,841031913,9945.27,5.6,47.81,Europe
Russia,2009,969539541,896.71,14.91,74.51,Europe/Asia
Canada,2012,877601446,12734.12,7.52,42.11,North America
Australia,2011,785684117,18461.54,3.13,20.42,Oceania
Australia,2000,945935678,24422.73,23.31,73.94,Oceania
USA,2021,1333457124,1022.45,3.29,65.72,North America
India,2018,305571046,13544.02,18.5,20.05,Asia
Russia,2018,1095433363,11303.47,9.66,92.27,Europe/Asia
Canada,2005,674595593,6136.97,23.47,37.49,North America
China,2012,828113560,15980.29,24.68,68.27,Asia
Canada,2018,401242807,4174.2,9.71,12.85,North America
USA,2012,551967451,7168.23,15.6,49.43,North America
Australia,2021,294974414,19565.76,19.78,95.83,Oceania
Germany,2020,705468019,11564.25,4.84,88.9,Europe
China,2003,1375302794,24842.4,18.32,29.7,Asia
France,2023,679868097,9722.87,22.84,88.24,Europe
Brazil,2001,472892022,11635.2,6.11,36.08,South America
Germany,2014,93950798,7576.42,21.29,85.85,Europe
Brazil,2011,10277375,5983.71,4.66,74.9,South America
Russia,2006,1224599203,23064.81,15.07,41.33,Europe/Asia
India,2019,939593348,18745.78,9.81,91.06,Asia
China,2017,322249166,8401.72,12.85,53.19,Asia
UK,2022,671723370,17533.88,8.91,38.27,Europe
China,2012,751744929,24148.02,7.99,34.89,Asia
Canada,2016,617898163,1943.79,19.09,93.58,North America
Australia,2003,1089558231,6686.16,7.13,77.51,Oceania
Canada,2024,1164737417,5094.41,11.39,41.14,North America
Canada,2013,1056719539,21757.6,8.31,32.62,North America
Russia,2019,530370653,4561.84,7.49,28.83,Europe/Asia
Germany,2012,747746178,7771.09,16.42,31.76,Europe
UK,2002,644066418,13642.13,3.04,19.88,Europe
UK,2017,186628219,15565.25,20.14,53.14,Europe
Canada,2013,1215028004,20223.78,14.56,13.66,North America
Brazil,2014,379429799,10242.35,21.05,11.02,South America
Russia,2002,729529924,13402.69,6.9,65.01,Europe/Asia
Canada,2000,848646461,24140.01,18.32,17.87,North America
India,2023,965136397,7504.31,11.67,85.22,Asia
Australia,2016,295004106,6277.55,3.77,19.5,Oceania
Germany,2002,350017799,17793.92,19.31,58.3,Europe
France,2013,728078731,19301.29,19.53,70.12,Europe
India,2002,106415950,10427.99,8.23,30.39,Asia
Brazil,2012,986454418,5403.18,23.07,89.06,South America
China,2014,1360133999,19495.17,19.57,52.84,Asia
China,2017,1021337534,16795.27,9.06,38.06,Asia
India,2013,1071886445,21918.07,7.5,90.2,Asia
Canada,2020,290649383,21123.73,12.12,86.39,North America
France,2002,356359942,5209.36,8.73,73.16,Europe
USA,2018,1224929437,20825.25,6.99,35.85,North America
USA,2007,1154199185,4461.83,11.18,44.73,North America
Brazil,2003,725565381,21606.23,2.59,71.39,South America
Canada,2003,1356585209,19280.99,11.23,26.49,North America
UK,2018,71338290,14289.54,7.1,54.07,Europe
UK,2010,770700419,16091.32,8.08,75.66,Europe
Germany,2000,354053122,2691.57,3.9,68.54,Europe
France,2007,337097712,1093.14,15.55,74.07,Europe
France,2014,184220217,8333.1,12.86,89.38,Europe
China,2000,1246161266,20553.0,19.26,96.18,Asia
Russia,2006,965314661,11698.06,24.7,50.8,Europe/Asia
Brazil,2020,169875914,5662.51,4.75,15.34,South America
USA,2019,1293727219,20880.27,8.27,84.26,North America
Brazil,2019,5997907,5792.82,17.7,20.5,South America
UK,2023,634844783,20405.79,7.46,29.53,Europe
UK,2010,1022195098,11379.19,2.69,68.13,Europe
India,2013,645348941,11641.02,4.53,76.37,Asia
Germany,2021,45562019,6890.72,11.97,71.82,Europe
France,2015,21624570,22514.33,11.91,49.03,Europe
Australia,2013,912913843,2310.75,24.36,91.71,Oceania
Brazil,2011,1299151290,3695.72,12.72,84.07,South America
UK,2016,321508182,15933.53,17.6,69.07,Europe
Russia,2013,133577620,21267.87,13.32,49.26,Europe/Asia
China,2009,505452423,2476.74,8.21,51.28,Asia
USA,2023,712517862,18370.43,4.43,25.66,North America
Germany,2013,1335464471,18588.54,21.76,79.39,Europe
Russia,2017,1359643806,14579.92,5.51,87.07,Europe/Asia
Germany,2021,347371096,12219.53,4.23,83.63,Europe
India,2008,417844304,8095.09,6.92,58.69,Asia
Australia,2016,647321083,8851.4,2.06,84.58,Oceania
UK,2005,744515988,16893.39,3.66,80.35,Europe
China,2007,527645560,1725.65,16.61,84.08,Asia
Russia,2012,769492103,14664.88,7.6,97.39,Europe/Asia
Germany,2017,1272813389,7040.43,9.79,82.09,Europe
France,2004,1298290001,11718.49,21.21,34.09,Europe
India,2005,919931530,14018.59,19.78,83.06,Asia
France,2020,1293040293,22152.92,13.32,43.43,Europe
China,2018,482238547,14518.96,16.1,55.94,Asia
Russia,2003,270941620,5756.27,3.97,80.88,Europe/Asia
India,2006,1027607276,2078.54,19.52,38.19,Asia
Russia,2003,193482782,15712.01,13.87,12.32,Europe/Asia
UK,2024,396597459,13671.71,15.13,73.91,Europe
Canada,2010,311760256,16827.77,17.31,90.29,North America
India,2011,923973163,11538.97,13.5,92.58,Asia
France,2013,300085713,20645.63,14.0,81.1,Europe
China,2012,501203686,23012.47,13.49,93.23,Asia
Australia,2009,228072299,1096.11,13.43,83.04,Oceania
UK,2017,326296245,18627.75,19.25,12.68,Europe
Canada,2015,921582755,975.5,11.83,41.12,North America
Australia,2004,538765649,11182.91,2.07,39.91,Oceania
USA,2007,528749030,11593.92,16.08,29.51,North America
UK,2013,202583653,17435.84,23.91,81.02,Europe
China,2004,1116034062,8874.84,7.91,56.29,Asia
Germany,2023,352106757,20540.44,20.77,84.43,Europe
India,2007,1035881127,8637.32,12.48,63.52,Asia
Russia,2024,944559637,8628.7,16.79,62.56,Europe/Asia
China,2005,480103225,5646.74,22.49,44.19,Asia
India,2015,528016972,17128.34,19.73,80.27,Asia
Australia,2003,764234870,2007.02,22.35,70.8,Oceania
Russia,2011,161204631,9140.07,2.22,40.15,Europe/Asia
Brazil,2010,1234183316,6745.58,6.31,98.43,South America
France,2002,1377911980,5810.46,11.74,51.19,Europe
USA,2011,1180276675,1618.48,21.5,38.18,North America
UK,2004,195093126,4840.54,21.28,71.21,Europe
China,2005,234883403,11211.49,6.26,29.83,Asia
USA,2018,567647756,12643.16,5.27,83.93,North America
Germany,2017,96474101,6810.67,21.2,70.55,Europe
India,2015,229392207,16291.06,14.45,87.44,Asia
India,2022,774949317,8461.25,16.42,39.29,Asia
China,2010,466923442,9244.42,20.61,86.04,Asia
Canada,2004,1075406814,19587.35,6.87,54.58,North America
Canada,2008,421884195,13843.97,5.14,15.26,North America
Brazil,2002,564388900,23834.05,21.76,27.28,South America
France,2007,577802984,9046.6,4.57,29.37,Europe
Russia,2005,1359592887,20713.23,4.03,78.35,Europe/Asia
Germany,2003,1324275042,18484.6,8.37,28.08,Europe
USA,2011,692298549,22265.7,9.29,60.01,North America
Canada,2011,335608626,23924.11,7.55,68.08,North America
Brazil,2024,694966825,291.15,19.06,78.87,South America
Brazil,2020,76142813,2298.61,24.39,79.77,South America
China,2015,575278955,16891.04,6.59,73.87,Asia
Germany,2009,487561362,9815.98,19.98,28.97,Europe
Australia,2021,1348538662,20496.22,3.02,58.37,Oceania
Russia,2013,113892245,398.3,4.73,35.83,Europe/Asia
France,2012,1041158249,20193.74,13.85,78.98,Europe
UK,2008,1111486264,3467.53,24.99,76.58,Europe
China,2006,199188981,7327.2,23.84,30.44,Asia
Russia,2011,651584861,24230.05,4.57,67.08,Europe/Asia
UK,2004,72624573,1384.79,7.51,15.2,Europe
UK,2017,115783071,8791.11,23.75,78.4,Europe
Germany,2003,235597720,2204.77,5.47,79.44,Europe
Germany,2001,118801558,21354.75,19.08,40.88,Europe
USA,2002,1394516849,17605.1,2.03,81.76,North America
Brazil,2011,393631080,20028.4,16.53,86.39,South America
Russia,2002,103009693,13229.26,13.38,26.92,Europe/Asia
China,2003,687273775,9007.23,12.83,41.23,Asia
India,2005,490996966,156.61,21.07,33.24,Asia
China,2011,559375642,7020.39,3.86,43.32,Asia
USA,2018,669039608,12912.38,10.68,49.77,North America
France,2009,834685481,16642.61,12.26,55.39,Europe
Brazil,2000,970280206,5800.54,4.85,13.12,South America
India,2016,321461417,3558.63,3.97,14.91,Asia
Canada,2015,601211847,5120.21,6.13,68.32,North America
France,2008,145969416,8916.49,7.54,49.4,Europe
Germany,2024,11967562,3794.62,24.22,17.99,Europe
UK,2020,1356435773,4004.75,12.94,44.37,Europe
Canada,2008,49132603,1189.42,13.74,52.32,North America
China,2022,548374741,21432.46,18.26,66.57,Asia
China,2008,830806945,5571.99,17.74,20.53,Asia
Germany,2011,2084258,20565.37,13.56,98.54,Europe
USA,2022,1131325386,11013.9,9.82,52.25,North America
Russia,2008,449115643,15847.7,9.61,70.59,Europe/Asia
Canada,2014,1061204639,1984.98,3.33,90.83,North America
Canada,2001,7156393,14631.15,22.69,12.83,North America
Australia,2010,42758714,7320.89,19.7,63.52,Oceania
France,2010,668580928,2470.73,16.34,58.09,Europe
Brazil,2007,1023143729,22714.99,11.11,15.11,South America
France,2022,103699863,15130.34,15.4,71.68,Europe
Russia,2005,464805927,6118.52,13.16,29.65,Europe/Asia
China,2020,181122389,10549.24,8.3,72.47,Asia
China,2019,1284423105,8986.81,8.87,42.27,Asia
China,2006,1395220447,17544.43,22.11,78.54,Asia
Australia,2002,1000318511,15225.09,16.6,93.82,Oceania
China,2007,786007909,592.58,2.03,86.59,Asia
Russia,2017,705732329,5025.89,9.52,52.95,Europe/Asia
Germany,2016,1051069637,12005.39,9.82,30.05,Europe
Brazil,2010,951770728,11192.6,18.25,98.33,South America
Russia,2001,454732582,12965.2,18.11,68.7,Europe/Asia
Brazil,2024,665909208,17898.79,12.68,45.24,South America
Russia,2020,1299665098,17082.02,23.87,52.86,Europe/Asia
China,2023,992972973,9383.05,22.06,21.4,Asia
Germany,2018,964722212,21951.78,21.92,54.97,Europe
Canada,2006,709440518,1667.02,10.01,25.41,North America
France,2017,207806072,14654.3,11.91,42.55,Europe
UK,2007,105084397,23747.17,11.64,53.77,Europe
Germany,2013,22307002,13772.13,12.13,94.35,Europe
Canada,2006,1157247791,11432.15,22.45,65.6,North America
USA,2020,853973141,3434.55,7.73,43.1,North America
Russia,2003,185454206,20273.71,20.45,20.06,Europe/Asia
USA,2016,29314150,9407.49,13.82,76.5,North America
Canada,2004,716745417,17561.02,7.73,51.55,North America
Germany,2011,959271444,5018.92,14.13,16.07,Europe
Russia,2008,1366258693,1142.39,6.5,68.46,Europe/Asia
UK,2019,453005616,7706.14,4.49,41.16,Europe
China,2012,416368417,7107.21,21.28,45.95,Asia
Russia,2024,700719331,21849.53,18.08,84.66,Europe/Asia
Russia,2017,1164446728,21630.38,6.71,22.22,Europe/Asia
Germany,2019,187168005,13393.97,23.67,40.29,Europe
Germany,2008,539576862,573.07,2.56,42.37,Europe
Canada,2003,601015796,5785.28,9.67,10.3,North America
India,2020,1312127228,16011.41,2.5,85.23,Asia
Russia,2007,658691220,2625.07,5.27,84.34,Europe/Asia
France,2000,659825370,17545.49,6.14,68.9,Europe
Russia,2016,95495515,397.86,20.64,90.01,Europe/Asia
Canada,2024,654324559,17095.17,24.84,34.29,North America
Brazil,2008,464513122,21129.03,21.95,29.64,South America
USA,2019,227702755,11783.52,16.61,16.1,North America
China,2012,775260322,20744.12,18.63,62.69,Asia
India,2001,546236882,19560.04,14.02,54.18,Asia
UK,2012,881559612,16818.34,11.72,82.13,Europe
UK,2008,608165880,11184.22,17.92,52.83,Europe
UK,2019,1250864660,6870.41,24.38,28.09,Europe
Germany,2005,1178399417,21535.51,2.66,82.05,Europe
UK,2000,249104352,16249.9,9.22,50.54,Europe
China,2024,193079222,19970.62,9.59,95.07,Asia
USA,2004,956862590,13843.98,11.53,57.57,North America
UK,2002,881094533,4379.47,16.42,20.39,Europe
Russia,2003,791189535,24488.0,13.82,85.74,Europe/Asia
Russia,2000,1001353941,4650.19,2.43,88.18,Europe/Asia
Germany,2013,924977295,22789.91,11.47,49.64,Europe
China,2008,923756585,5282.65,16.25,12.31,Asia
USA,2023,222962042,9406.36,13.61,12.65,North America
India,2003,563256024,11058.08,22.06,41.25,Asia
Canada,2017,438074960,23042.26,11.17,73.74,North America
USA,2013,908332134,22216.14,2.29,39.46,North America
Canada,2024,807923611,20598.2,8.55,10.69,North America
Brazil,2003,865079306,9479.21,5.12,85.52,South America
Canada,2024,100720614,211.88,7.76,96.22,North America
France,2009,112209440,17071.42,10.33,40.83,Europe
Russia,2002,997984760,10332.75,17.56,16.5,Europe/Asia
China,2022,336415083,18950.75,9.46,35.94,Asia
Australia,2006,205493603,19891.82,22.33,81.11,Oceania
Germany,2009,1105724322,11049.11,8.89,58.26,Europe
France,2012,312666245,18727.75,5.15,44.17,Europe
Canada,2003,919415439,21014.44,5.88,39.75,North America
UK,2017,782432364,23219.06,23.5,20.27,Europe
China,2010,309421595,14603.14,12.46,40.22,Asia
France,2024,1392292648,19484.12,11.27,51.84,Europe
Germany,2003,848773151,12414.67,3.58,69.91,Europe
Russia,2023,212656857,1137.41,18.87,33.32,Europe/Asia
