Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent,Rank
India,2008,1019440151,21451,9,97,Asia,★★★★★
UK,2008,1019699491,3388,5,22,Europe,★
India,2008,1027200236,18727,9,85,Asia,★★★★
Australia,2008,1030846131,17129,12,51,Oceania,★★★★
Canada,2008,1038490203,24525,12,89,North America,★★★★★
Australia,2008,1049828988,4457,22,32,Oceania,★
France,2008,1052196201,6722,18,54,Europe,★★
Australia,2008,1055903697,11546,5,64,Oceania,★★★
USA,2008,1057205215,16811,11,76,North America,★★★★
Russia,2008,1057899572,19405,24,79,Europe/Asia,★★★★
USA,2008,1064625517,21812,3,89,North America,★★★★★
France,2008,1071811812,3080,10,48,Europe,★
Canada,2008,1074051564,15455,14,97,North America,★★★★
Brazil,2008,1079467245,16050,18,43,South America,★★★★
Russia,2008,1084489070,11219,12,32,Europe/Asia,★★★
USA,2008,1089122935,15187,10,19,North America,★★★★
Australia,2008,1093421083,14098,20,60,Oceania,★★★
Russia,2008,1096722581,23681,19,10,Europe/Asia,★★★★★
Brazil,2008,1103685950,7962,12,65,South America,★★
India,2008,1104948562,13512,16,75,Asia,★★★
Australia,2008,1105665280,6219,6,34,Oceania,★★
China,2008,1108441376,18380,10,17,Asia,★★★★
Brazil,2008,1111379436,22031,18,64,South America,★★★★★
UK,2008,1111486264,3467,24,76,Europe,★
India,2008,1111745044,1818,22,87,Asia,★
USA,2008,1121159852,8292,9,88,North America,★★
USA,2008,1124650529,7826,19,29,North America,★★
China,2008,1136730467,2236,6,76,Asia,★
India,2008,1138004512,6940,19,80,Asia,★★
Canada,2008,1141692798,12719,7,11,North America,★★★
France,2008,1142080340,2486,11,40,Europe,★
Russia,2008,1146925949,17206,19,82,Europe/Asia,★★★★
Germany,2008,1154705318,14103,16,28,Europe,★★★
Brazil,2008,1164215174,1200,5,74,South America,★
USA,2008,1170170823,3899,20,22,North America,★
Canada,2008,1170312647,12212,7,26,North America,★★★
Canada,2008,1174941616,22344,2,53,North America,★★★★★
Germany,2008,1181563788,10648,14,80,Europe,★★★
UK,2008,1182663210,5305,6,29,Europe,★★
UK,2008,1183126302,22449,21,17,Europe,★★★★★
USA,2008,1184882957,18952,10,67,North America,★★★★
France,2008,1191968193,7165,9,34,Europe,★★
Brazil,2008,1200187261,4036,10,38,South America,★
Australia,2008,1215113209,2049,15,63,Oceania,★
Australia,2008,1216765508,24310,9,69,Oceania,★★★★★
Brazil,2008,1223447692,5547,14,27,South America,★★
Russia,2008,1224587375,7697,10,51,Europe/Asia,★★
Brazil,2008,1225049227,19004,23,91,South America,★★★★
Germany,2008,1238101088,873,6,45,Europe,★
India,2008,1238574425,3942,24,44,Asia,★
France,2008,1245234923,15670,4,25,Europe,★★★★
China,2008,1246959054,14019,8,50,Asia,★★★
UK,2008,1252023004,18957,24,84,Europe,★★★★
Germany,2008,1254248450,13010,19,96,Europe,★★★
China,2008,1254829665,7010,5,77,Asia,★★
France,2008,1265728380,9772,19,65,Europe,★★
France,2008,1267804634,17023,17,56,Europe,★★★★
Brazil,2008,1271224592,7357,24,27,South America,★★
India,2008,1271671083,1742,3,62,Asia,★
Brazil,2008,1276140680,19186,3,67,South America,★★★★
Australia,2008,1295688985,10815,2,98,Oceania,★★★
France,2008,1303287630,4713,22,20,Europe,★
UK,2008,1307674151,308,5,97,Europe,★
India,2008,1307849666,6294,8,76,Asia,★★
Germany,2008,1307930477,10948,13,49,Europe,★★★
Australia,2008,1309832024,21318,12,14,Oceania,★★★★★
USA,2008,1310650084,13900,4,94,North America,★★★
USA,2008,1311045129,19536,6,31,North America,★★★★
India,2008,1314536386,6931,20,86,Asia,★★
Germany,2008,1317014017,17699,8,78,Europe,★★★★
India,2008,1317607659,19946,10,88,Asia,★★★★
USA,2008,1320650087,14632,24,59,North America,★★★
China,2008,1331909062,4991,14,85,Asia,★
USA,2008,1333741841,6659,18,96,North America,★★
USA,2008,1335431972,3633,24,55,North America,★
Canada,2008,1342736481,19772,9,35,North America,★★★★
UK,2008,1343272952,19473,16,34,Europe,★★★★
Brazil,2008,1345100150,7828,11,92,South America,★★
Brazil,2008,1345122828,3789,23,92,South America,★
UK,2008,1351822541,19695,2,89,Europe,★★★★
Russia,2008,1354701665,19070,6,43,Europe/Asia,★★★★
France,2008,1361607306,827,24,98,Europe,★
Canada,2008,1363768453,3888,18,30,North America,★
Brazil,2008,1365058195,4993,14,55,South America,★
Russia,2008,1366258693,1142,6,68,Europe/Asia,★
China,2008,1369817476,21977,24,74,Asia,★★★★★
Australia,2008,1379104886,5242,12,37,Oceania,★★
Russia,2008,1380454421,18556,14,26,Europe/Asia,★★★★
USA,2008,1382734884,3895,5,75,North America,★
Australia,2008,1399089074,23838,4,51,Oceania,★★★★★
USA,2009,5596997,17805,17,47,North America,★★★★
India,2009,5921802,10719,16,20,Asia,★★★
Russia,2009,6866595,2017,8,74,Europe/Asia,★
France,2009,9638307,20452,22,24,Europe,★★★★★
Canada,2009,12815453,18550,20,51,North America,★★★★
Australia,2009,14187867,10886,10,60,Oceania,★★★
USA,2009,18288429,1873,17,43,North America,★
Russia,2009,19026678,5899,12,17,Europe/Asia,★★
Russia,2009,21439917,5103,15,24,Europe/Asia,★★
Russia,2009,22598409,1187,15,36,Europe/Asia,★
France,2009,23387603,24167,14,94,Europe,★★★★★
Russia,2009,27385055,4284,21,56,Europe/Asia,★
UK,2009,30291452,13049,13,55,Europe,★★★
India,2009,31982496,9215,13,62,Asia,★★
UK,2009,34403195,16638,5,29,Europe,★★★★
Brazil,2009,39080363,2077,21,28,South America,★
France,2009,40609361,19647,12,29,Europe,★★★★
USA,2009,42877706,15851,24,77,North America,★★★★
Germany,2009,50237176,942,18,13,Europe,★
India,2009,60118905,10994,5,59,Asia,★★★
Australia,2009,61862027,3193,8,22,Oceania,★
UK,2009,66783142,21256,14,40,Europe,★★★★★
Germany,2009,75135363,1413,9,12,Europe,★
UK,2009,76662329,20995,19,81,Europe,★★★★★
Canada,2009,82742901,22755,19,17,North America,★★★★★
USA,2009,88059845,11060,8,64,North America,★★★
Germany,2009,89364410,21990,19,45,Europe,★★★★★
Russia,2009,96702288,13185,8,91,Europe/Asia,★★★
China,2009,97703883,2790,8,78,Asia,★
India,2009,97937077,1982,13,11,Asia,★
Russia,2009,100609966,19996,2,20,Europe/Asia,★★★★
Canada,2009,105049293,14992,24,19,North America,★★★
Russia,2009,107404066,11496,6,70,Europe/Asia,★★★
China,2009,108482006,6931,10,24,Asia,★★
France,2009,112209440,17071,10,40,Europe,★★★★
USA,2009,122260807,12793,21,15,North America,★★★
India,2009,125645726,1969,7,94,Asia,★
Canada,2009,139471349,14374,24,73,North America,★★★
Canada,2009,139947011,21745,22,34,North America,★★★★★
France,2009,143336334,12951,6,56,Europe,★★★
USA,2009,148238970,16821,22,15,North America,★★★★
USA,2009,149149886,19238,17,52,North America,★★★★
Russia,2009,156943971,4479,9,12,Europe/Asia,★
Australia,2009,159518664,9355,8,26,Oceania,★★
Australia,2009,168885987,13936,17,75,Oceania,★★★
UK,2009,170025943,16424,16,39,Europe,★★★★
Canada,2009,171795234,4716,23,59,North America,★
China,2009,177520217,11810,15,54,Asia,★★★
UK,2009,178252194,9080,9,86,Europe,★★
Canada,2009,191051101,2105,15,44,North America,★
France,2009,191309208,22076,7,26,Europe,★★★★★
Brazil,2009,191939688,13706,22,31,South America,★★★
Russia,2009,193423023,4176,15,93,Europe/Asia,★
Canada,2009,193729302,23236,23,62,North America,★★★★★
Canada,2009,200305204,20816,15,50,North America,★★★★★
France,2009,200723355,22608,10,46,Europe,★★★★★
France,2009,208085758,10419,3,76,Europe,★★★
Canada,2009,209191745,22334,9,51,North America,★★★★★
India,2009,214748510,7971,11,92,Asia,★★
France,2009,215737539,10027,5,48,Europe,★★★
India,2009,217193619,7317,3,93,Asia,★★
USA,2009,218066088,8448,13,59,North America,★★
Germany,2009,224816476,7784,22,13,Europe,★★
Germany,2009,226878652,2665,11,31,Europe,★
Australia,2009,228072299,1096,13,83,Oceania,★
India,2009,235899267,15571,13,63,Asia,★★★★
India,2009,247481610,14282,17,88,Asia,★★★
USA,2009,248355022,9494,16,63,North America,★★
Australia,2009,248840076,1624,7,65,Oceania,★
USA,2009,249474528,2991,15,90,North America,★
Germany,2009,250075097,11603,7,91,Europe,★★★
Brazil,2009,250765366,7940,14,22,South America,★★
Germany,2009,261519222,24733,12,48,Europe,★★★★★
India,2009,264472394,2443,6,86,Asia,★
China,2009,268244424,24161,10,83,Asia,★★★★★
China,2009,268310979,1688,9,97,Asia,★
France,2009,275094009,744,2,84,Europe,★
UK,2009,286428600,23622,14,77,Europe,★★★★★
Canada,2009,291662593,18343,20,66,North America,★★★★
USA,2009,299251220,1823,4,91,North America,★
Germany,2009,300107932,20484,4,72,Europe,★★★★★
Australia,2009,302015541,23723,15,78,Oceania,★★★★★
China,2009,307880088,21179,24,33,Asia,★★★★★
India,2009,316157778,4291,24,52,Asia,★
Brazil,2009,318607206,7330,2,43,South America,★★
Australia,2009,321137047,24777,19,93,Oceania,★★★★★
Russia,2009,331809059,13124,3,37,Europe/Asia,★★★
India,2009,332291604,4888,18,29,Asia,★
Brazil,2009,333480637,8318,6,76,South America,★★
USA,2009,343879021,20489,20,41,North America,★★★★★
India,2009,346441005,9915,3,23,Asia,★★
Canada,2009,346956698,7003,16,51,North America,★★
Germany,2009,354611621,11233,7,68,Europe,★★★
India,2009,355768340,7787,24,29,Asia,★★
Canada,2009,355838373,1653,22,37,North America,★
UK,2009,365542826,12391,5,75,Europe,★★★
UK,2009,366519698,21675,17,87,Europe,★★★★★
Russia,2009,367144862,19706,13,58,Europe/Asia,★★★★
Canada,2009,369337949,14376,4,86,North America,★★★
Brazil,2009,369861304,4406,17,36,South America,★
UK,2009,372447862,2070,3,55,Europe,★
Canada,2009,376024386,19361,18,84,North America,★★★★
Russia,2009,378672488,9105,4,90,Europe/Asia,★★
USA,2009,383510276,20043,24,63,North America,★★★★★
Brazil,2009,384705420,3311,8,65,South America,★
Russia,2009,388099105,22882,6,46,Europe/Asia,★★★★★
Australia,2009,392883075,5586,19,22,Oceania,★★
UK,2009,393667703,13131,3,27,Europe,★★★
Australia,2009,398988631,3268,5,48,Oceania,★
Russia,2009,400001238,22894,7,55,Europe/Asia,★★★★★
India,2009,403331372,23102,6,41,Asia,★★★★★
Canada,2009,408293350,13104,17,47,North America,★★★
France,2009,411009068,22876,4,79,Europe,★★★★★
Canada,2009,413881158,18844,10,63,North America,★★★★
France,2009,424119026,18347,16,38,Europe,★★★★
Germany,2009,431439652,20898,9,67,Europe,★★★★★
France,2009,431847470,10604,18,54,Europe,★★★
UK,2009,431868983,18371,2,51,Europe,★★★★
France,2009,433196829,10039,3,55,Europe,★★★
China,2009,435866287,24295,11,81,Asia,★★★★★
UK,2009,437087877,24226,16,75,Europe,★★★★★
Australia,2009,449283505,15681,21,15,Oceania,★★★★
Australia,2009,450705219,5538,21,29,Oceania,★★
USA,2009,464339549,8499,18,59,North America,★★
Canada,2009,470671558,7124,20,73,North America,★★
Canada,2009,472868956,200,10,27,North America,★
Canada,2009,476103836,3364,24,23,North America,★
Brazil,2009,478442977,3175,17,58,South America,★
Germany,2009,480024545,19070,4,82,Europe,★★★★
Germany,2009,487561362,9815,19,28,Europe,★★
Germany,2009,488042091,7312,11,44,Europe,★★
Australia,2009,490905400,15598,19,10,Oceania,★★★★
China,2009,494535065,19962,7,83,Asia,★★★★
France,2009,499594668,21881,4,21,Europe,★★★★★
Australia,2009,500083185,19619,9,64,Oceania,★★★★
France,2009,501079877,24025,2,40,Europe,★★★★★
Russia,2009,503744155,6954,4,71,Europe/Asia,★★
China,2009,505452423,2476,8,51,Asia,★
Brazil,2009,512406079,20285,2,11,South America,★★★★★
UK,2009,513687136,11788,23,37,Europe,★★★
France,2009,521268494,13747,9,49,Europe,★★★
France,2009,525831080,13492,9,41,Europe,★★★
UK,2009,527523873,18279,7,79,Europe,★★★★
China,2009,528161354,15910,7,89,Asia,★★★★
China,2009,528503241,24166,24,62,Asia,★★★★★
Brazil,2009,532381821,10922,8,53,South America,★★★
Australia,2009,532408090,23144,16,77,Oceania,★★★★★
India,2009,532985540,18678,24,63,Asia,★★★★
Brazil,2009,533180932,1006,22,33,South America,★
India,2009,538565873,19538,11,88,Asia,★★★★
UK,2009,553502401,22465,21,50,Europe,★★★★★
Russia,2009,555910456,907,12,62,Europe/Asia,★
Australia,2009,559537793,7883,3,41,Oceania,★★
USA,2009,570424034,129,10,33,North America,★
Russia,2009,576214195,24502,21,53,Europe/Asia,★★★★★
USA,2009,576903827,8665,23,31,North America,★★
Brazil,2009,583013628,21249,11,21,South America,★★★★★
India,2009,586074498,14337,15,96,Asia,★★★
Russia,2009,588443241,11833,14,17,Europe/Asia,★★★
Brazil,2009,588976639,19836,22,84,South America,★★★★
Germany,2009,593495089,4134,7,23,Europe,★
France,2009,597100533,17546,5,38,Europe,★★★★
Brazil,2009,598494916,14907,5,90,South America,★★★
Canada,2009,604782756,13865,3,97,North America,★★★
Canada,2009,606437444,9221,6,64,North America,★★
Germany,2009,607199403,7678,3,89,Europe,★★
Brazil,2009,609038451,21076,15,33,South America,★★★★★
USA,2009,609796340,8452,23,43,North America,★★
China,2009,614089564,878,3,64,Asia,★
Russia,2009,614442812,24995,7,26,Europe/Asia,★★★★★
Australia,2009,615873731,17917,21,73,Oceania,★★★★
China,2009,616684222,22727,13,47,Asia,★★★★★
USA,2009,616978249,21066,20,35,North America,★★★★★
France,2009,621324255,5665,14,95,Europe,★★
Australia,2009,621528393,6835,20,57,Oceania,★★
China,2009,623694061,10357,18,20,Asia,★★★
Brazil,2009,627589562,16623,14,71,South America,★★★★
Russia,2009,635488252,8446,11,98,Europe/Asia,★★
UK,2009,637003362,21294,23,97,Europe,★★★★★
France,2009,641335707,21011,14,79,Europe,★★★★★
France,2009,646807980,16488,11,69,Europe,★★★★
Canada,2009,648566781,23756,9,97,North America,★★★★★
Germany,2009,654568231,15288,13,48,Europe,★★★★
India,2009,658494278,21023,3,73,Asia,★★★★★
Russia,2009,658918561,20074,22,87,Europe/Asia,★★★★★
Canada,2009,659237940,16679,9,74,North America,★★★★
India,2009,678419026,3971,19,23,Asia,★
China,2009,679374502,432,3,64,Asia,★
Russia,2009,680002381,13151,17,79,Europe/Asia,★★★
Russia,2009,683264451,15334,22,27,Europe/Asia,★★★★
USA,2009,683749868,12505,22,90,North America,★★★
Brazil,2009,686925510,18186,13,41,South America,★★★★
France,2009,699363852,19210,20,49,Europe,★★★★
France,2009,702717993,22307,6,91,Europe,★★★★★
UK,2009,704146996,21651,14,15,Europe,★★★★★
Russia,2009,705318234,12464,9,39,Europe/Asia,★★★
Russia,2009,706631200,1807,17,86,Europe/Asia,★
Russia,2009,722973054,6905,12,55,Europe/Asia,★★
Australia,2009,727957087,21419,16,84,Oceania,★★★★★
UK,2009,730897456,21696,23,21,Europe,★★★★★
China,2009,734385193,16772,5,67,Asia,★★★★
Australia,2009,741684670,18051,22,78,Oceania,★★★★
China,2009,743430296,16693,15,33,Asia,★★★★
India,2009,744535981,1991,10,35,Asia,★
Canada,2009,751510002,6347,20,64,North America,★★
India,2009,770466605,23289,11,49,Asia,★★★★★
Canada,2009,771200847,2995,13,56,North America,★
China,2009,772560713,5265,3,39,Asia,★★
Brazil,2009,775725186,20730,23,56,South America,★★★★★
Brazil,2009,776773882,15087,10,90,South America,★★★★
